# time[ns]	wake_long[V/pC]	wake_dip_x[V/pC/mm]	wake_dip_y[V/pC/mm]
-0.01617033	-1.117419e-27	7.070385e-32	7.608349e-32
-0.01612863	-1.63411e-27	1.03667e-31	1.1155470000000001e-31
-0.01608693	-2.3867790000000003e-27	1.518117e-31	1.633625e-31
-0.01604524	-3.481881e-27	2.220453e-31	2.389401e-31
-0.01600354	-5.073305e-27	3.243807e-31	3.490618e-31
-0.01596184	-7.383253e-27	4.733142e-31	5.093272e-31
-0.01592014	-1.0732199999999999e-26	6.898102e-31	7.422957e-31
-0.01587844	-1.558179e-26	1.004152e-30	1.080554e-30
-0.01583675	-2.261709e-26	1.461392e-30	1.5725849999999999e-30
-0.01579505	-3.281632e-26	2.126056e-30	2.287822e-30
-0.01575335	-4.7556899999999996e-26	3.0892609999999998e-30	3.3243129999999996e-30
-0.01571165	-6.883546e-26	4.4834339999999996e-30	4.8245639999999996e-30
-0.01566996	-9.951541e-26	6.499019999999999e-30	6.993511e-30
-0.01562826	-1.436985e-25	9.409581e-30	1.012553e-29
-0.01558656	-2.072534e-25	1.360761e-29	1.464298e-29
-0.01554486	-2.985675e-25	1.965563e-29	2.115116e-29
-0.01550317	-4.299993e-25	2.838466e-29	3.054436e-29
-0.01546147	-6.190257e-25	4.097347e-29	4.4091020000000003e-29
-0.01541977	-8.900706e-25	5.907424e-29	6.356902e-29
-0.01537807	-1.2782609999999999e-24	8.506958e-29	9.154226e-29
-0.01533638	-1.833572e-24	1.2235890000000002e-28	1.316688e-28
-0.01529468	-2.627023e-24	1.7578660000000001e-28	1.8916170000000001e-28
-0.01525298	-3.7594209999999996e-24	2.5224880000000002e-28	2.714417e-28
-0.01521128	-5.373694e-24	3.615507e-28	3.8906000000000003e-28
-0.01516959	-7.678966e-24	5.180778000000001e-28	5.574967e-28
-0.01512789	-1.0968090000000002e-23	7.420371e-28	7.984964e-28
-0.01508619	-1.564726e-23	1.061541e-27	1.142311e-27
-0.01504449	-2.2296090000000003e-23	1.5168170000000002e-27	1.6322270000000002e-27
-0.0150028	-3.173268e-23	2.164805e-27	2.329518e-27
-0.0149611	-4.511031e-23	3.0860090000000003e-27	3.320814e-27
-0.0149194	-6.405302000000001e-23	4.394123e-27	4.728458e-27
-0.0148777	-9.084512000000001e-23	6.24953e-27	6.725038e-27
-0.014836	-1.2880550000000001e-22	8.885904e-27	9.562006e-27
-0.01479431	-1.8253630000000001e-22	1.262828e-26	1.358913e-26
-0.01475261	-2.5837310000000003e-22	1.792553e-26	1.928943e-26
-0.01471091	-3.652857e-22	2.5414919999999999e-26	2.734867e-26
-0.01466921	-5.158331e-22	3.599139e-26	3.872987e-26
-0.01462752	-7.275794e-22	5.0910239999999997e-26	5.478384e-26
-0.01458582	-1.025061e-21	7.19303e-26	7.740325e-26
-0.01454412	-1.442516e-21	1.015131e-25	1.0923690000000001e-25
-0.01450242	-2.029342e-21	1.432203e-25	1.541175e-25
-0.01446073	-2.853355e-21	2.019573e-25	2.173237e-25
-0.01441903	-4.007226e-21	2.844487e-25	3.060916e-25
-0.01437733	-5.621122e-21	4.001673e-25	4.306148e-25
-0.01433563	-7.875843e-21	5.623101e-25	6.050946e-25
-0.01429394	-1.1022219999999999e-20	7.892428000000001e-25	8.492938e-25
-0.01425224	-1.540788e-20	1.106494e-24	1.190684e-24
-0.01421054	-2.1514e-20	1.549509e-24	1.667407e-24
-0.01416884	-3.003004e-20	2.1692239999999998e-24	2.334274e-24
-0.01412715	-4.1893019999999997e-20	3.035096e-24	3.266027e-24
-0.01408545	-5.83739e-20	4.24164e-24	4.564373e-24
-0.01404375	-8.066848999999999e-20	5.920961e-24	6.371469e-24
-0.01400205	-1.112554e-19	8.255649e-24	8.883796e-24
-0.01396036	-1.5448889999999997e-19	1.149778e-23	1.2372620000000001e-23
-0.01391866	-2.1427819999999998e-19	1.5995e-23	1.7212010000000003e-23
-0.01387696	-2.9687019999999995e-19	2.2226150000000002e-23	2.3917270000000003e-23
-0.01383526	-4.1115349999999995e-19	3.087464e-23	3.32238e-23
-0.01379357	-5.690860999999999e-19	4.286305e-23	4.6124370000000005e-23
-0.01375187	-7.867688999999999e-19	5.943766e-23	6.396009e-23
-0.01371017	-1.0864630000000001e-18	8.232681000000001e-23	8.85908e-23
-0.01366847	-1.506322e-18	1.139003e-22	1.225667e-22
-0.01362677	-2.075349e-18	1.5740410000000002e-22	1.693805e-22
-0.01358508	-2.856093e-18	2.17279e-22	2.338111e-22
-0.01354338	-3.926125e-18	2.995935e-22	3.223887e-22
-0.01350168	-5.395067e-18	4.129498e-22	4.443698e-22
-0.01345998	-7.409345e-18	5.688425e-22	6.12124e-22
-0.01341829	-1.016329e-17	7.826871000000001e-22	8.422394e-22
-0.01337659	-1.392487e-17	1.075695e-21	1.157541e-21
-0.01333489	-1.9059640000000002e-17	1.4767179999999999e-21	1.589077e-21
-0.01329319	-2.6057090000000002e-17	2.024962e-21	2.179035e-21
-0.0132515	-3.557679e-17	2.773638e-21	2.984676e-21
-0.0132098	-4.8524510000000005e-17	3.794889e-21	4.083631e-21
-0.0131681	-6.61589e-17	5.190277e-21	5.585189e-21
-0.0131264	-9.014171000000001e-17	7.094132e-21	7.633903e-21
-0.01308471	-1.226778e-16	9.687127e-21	1.042419e-20
-0.01304301	-1.667728e-16	1.321044e-20	1.4215579999999998e-20
-0.01300131	-2.264576e-16	1.7994939999999998e-20	1.936412e-20
-0.01295961	-3.071511e-16	2.4484879999999998e-20	2.634786e-20
-0.01291792	-4.161346e-16	3.3278379999999996e-20	3.581043e-20
-0.01287622	-5.631567e-16	4.5176119999999996e-20	4.8613429999999995e-20
-0.01283452	-7.618112e-16	6.131623e-20	6.598159e-20
-0.01279282	-1.029827e-15	8.315691999999999e-20	8.948406999999999e-20
-0.01275113	-1.390528e-15	1.126497e-19	1.2122089999999998e-19
-0.01270943	-1.875475e-15	1.524312e-19	1.6402919999999999e-19
-0.01266773	-2.526726e-15	2.0603069999999997e-19	2.21707e-19
-0.01262603	-3.400286e-15	2.7816819999999997e-19	2.9933309999999997e-19
-0.01258433	-4.570778e-15	3.751481e-19	4.0369199999999997e-19
-0.01254264	-6.13742e-15	5.053827e-19	5.438356999999999e-19
-0.01250094	-8.237657e-15	6.805558999999999e-19	7.323373e-19
-0.01245924	-1.104842e-14	9.157521e-19	9.854288999999998e-19
-0.01241754	-1.480153e-14	1.230911e-18	1.324567e-18
-0.01237585	-1.980728e-14	1.652687e-18	1.778435e-18
-0.01233415	-2.647671e-14	2.216546e-18	2.385196e-18
-0.01229245	-3.535153e-14	2.969479e-18	3.195418e-18
-0.01225075	-4.71496e-14	3.973853e-18	4.2762110000000004e-18
-0.01220906	-6.281613e-14	5.312105e-18	5.716287e-18
-0.01216736	-8.365027e-14	7.097972e-18	7.638035e-18
-0.01212566	-1.113118e-13	9.477304e-18	1.0198400000000001e-17
-0.01208396	-1.479543e-13	1.2640200000000002e-17	1.3601960000000002e-17
-0.01204227	-1.964391e-13	1.6839950000000003e-17	1.8121250000000002e-17
-0.01200057	-2.605249e-13	2.2410090000000002e-17	2.411521e-17
-0.01195887	-3.451346e-13	2.979177e-17	3.2058530000000003e-17
-0.01191717	-4.567199e-13	3.955777e-17	4.25676e-17
-0.01187548	-6.037204e-13	5.2470860000000004e-17	5.646321000000001e-17
-0.01183378	-7.976626e-13	6.956828e-17	7.486151000000001e-17
-0.01179208	-1.053098e-12	9.21676e-17	9.918035e-17
-0.01175038	-1.388782e-12	1.219731e-16	1.312537e-16
-0.01170869	-1.829437e-12	1.612397e-16	1.73508e-16
-0.01166699	-2.40725e-12	2.129143e-16	2.291143e-16
-0.01162529	-3.16408e-12	2.808431e-16	3.022115e-16
-0.01158359	-4.154305e-12	3.700415e-16	3.981969e-16
-0.01154189	-5.448487e-12	4.870439e-16	5.241015e-16
-0.0115002	-7.142371e-12	6.40747e-16	6.894995e-16
-0.0114585	-9.355464e-12	8.423035e-16	9.063919e-16
-0.0114168	-1.224072e-11	1.106046e-15	1.190202e-15
-0.0113751	-1.599813e-11	1.450776e-15	1.561161e-15
-0.01133341	-2.088598e-11	1.900902e-15	2.045536e-15
-0.01129171	-2.723739e-11	2.487973e-15	2.677276e-15
-0.01125001	-3.548159e-11	3.252843e-15	3.500342e-15
-0.01120831	-4.617104e-11	4.248286e-15	4.571525e-15
-0.01116662	-6.005042e-11	5.545691e-15	5.967646e-15
-0.01112492	-7.803866e-11	7.233573e-15	7.783954e-15
-0.01108322	-1.013037e-10	9.424881e-15	1.014199e-14
-0.01104152	-1.313603e-10	1.226667e-14	1.320001e-14
-0.01099983	-1.701487e-10	1.594805e-14	1.716149e-14
-0.01095813	-2.20151e-10	2.071194e-14	2.228784e-14
-0.01091643	-2.845392e-10	2.687e-14	2.891446e-14
-0.01087473	-3.673624e-10	3.482169e-14	3.747117e-14
-0.01083304	-4.74043e-10	4.510407e-14	4.853591e-14
-0.01079134	-6.11195e-10	5.837516e-14	6.281675e-14
-0.01074964	-7.871654e-10	7.546911e-14	8.121132e-14
-0.01070794	-1.012695e-09	9.746333e-14	1.04879e-13
-0.01066625	-1.301425e-09	1.257321e-13	1.352986e-13
-0.01062455	-1.670666e-09	1.620265e-13	1.743546e-13
-0.01058285	-2.142356e-09	2.08575e-13	2.244449e-13
-0.01054115	-2.74427e-09	2.682111e-13	2.886185e-13
-0.01049945	-3.513364e-09	3.447183e-13	3.709468e-13
-0.01045776	-4.49418e-09	4.426818e-13	4.763641e-13
-0.01041606	-5.742542e-09	5.678725e-13	6.110802e-13
-0.01037436	-7.329711e-09	7.276855e-13	7.830528e-13
-0.01033266	-9.345445e-09	9.314769e-13	1.00235e-12
-0.01029097	-1.190269e-08	1.191072e-12	1.281697e-12
-0.01024927	-1.514342e-08	1.521397e-12	1.637156e-12
-0.01020757	-1.92459e-08	1.94128e-12	2.088986e-12
-0.01016587	-2.444577e-08	2.475701e-12	2.66407e-12
-0.01012418	-3.102367e-08	3.154573e-12	3.394595e-12
-0.01008248	-3.932913e-08	4.015296e-12	4.320808e-12
-0.01004078	-4.980364e-08	5.105414e-12	5.49387e-12
-0.009999084	-6.300037e-08	6.48459e-12	6.977983e-12
-0.009957386	-7.960846e-08	8.227615e-12	8.85363e-12
-0.009915689	-1.004873e-07	1.042814e-11	1.122159e-11
-0.009873991	-1.267068e-07	1.320331e-11	1.420791e-11
-0.009832293	-1.596728e-07	1.67076e-11	1.797883e-11
-0.009790596	-2.010381e-07	2.112376e-11	2.273101e-11
-0.009748898	-2.528469e-07	2.667877e-11	2.870868e-11
-0.009707201	-3.176653e-07	3.365886e-11	3.621986e-11
-0.009665503	-3.986728e-07	4.242029e-11	4.564792e-11
-0.009623805	-4.998036e-07	5.340602e-11	5.746952e-11
-0.009582108	-6.259214e-07	6.716616e-11	7.227663e-11
-0.00954041	-7.830311e-07	8.438321e-11	9.080368e-11
-0.009498713	-9.789727e-07	1.059517e-10	1.140133e-10
-0.009457015	-1.222848e-06	1.329168e-10	1.4303e-10
-0.009415317	-1.525836e-06	1.66568e-10	1.792416e-10
-0.00937362	-1.901859e-06	2.085186e-10	2.243841e-10
-0.009331922	-2.36802e-06	2.607601e-10	2.806006e-10
-0.009290225	-2.945304e-06	3.257483e-10	3.505335e-10
-0.009248527	-3.659437e-06	4.065081e-10	4.37438e-10
-0.009206829	-4.541913e-06	5.067615e-10	5.453194e-10
-0.009165132	-5.6336e-06	6.313576e-10	6.793957e-10
-0.009123434	-6.981318e-06	7.858892e-10	8.456852e-10
-0.009081737	-8.642201e-06	9.772143e-10	1.051568e-09
-0.009040039	-1.068681e-05	1.213842e-09	1.3062e-09
-0.008998341	-1.320111e-05	1.506192e-09	1.620793e-09
-0.008956644	-1.628966e-05	1.867003e-09	2.009057e-09
-0.008914946	-2.007958e-05	2.311841e-09	2.487742e-09
-0.008873249	-2.472515e-05	2.859699e-09	3.077284e-09
-0.008831551	-3.042539e-05	3.535176e-09	3.804157e-09
-0.008789853	-3.74052e-05	4.36624e-09	4.698454e-09
-0.008748156	-4.593727e-05	5.387107e-09	5.796995e-09
-0.008706458	-5.63556e-05	6.639672e-09	7.144865e-09
-0.008664761	-6.906352e-05	8.174959e-09	8.796967e-09
-0.008623063	-8.454762e-05	1.005479e-08	1.081983e-08
-0.008581365	-0.0001033942	1.23541e-08	1.329409e-08
-0.008539668	-0.000126309	1.516354e-08	1.631728e-08
-0.00849797	-0.0001541968	1.859985e-08	2.001505e-08
-0.008456273	-0.0001880659	2.27941e-08	2.452844e-08
-0.008414575	-0.0002291308	2.790506e-08	3.002827e-08
-0.008372877	-0.000278867	3.412652e-08	3.67231e-08
-0.00833118	-0.0003390409	4.169181e-08	4.486402e-08
-0.008289482	-0.0004117649	5.088159e-08	5.475301e-08
-0.008247785	-0.0004995626	6.203299e-08	6.675289e-08
-0.008206087	-0.0006054453	7.555064e-08	8.129906e-08
-0.008164389	-0.000733252	9.195262e-08	9.894901e-08
-0.008122692	-0.000887197	1.118124e-07	1.203199e-07
-0.008080994	-0.001072327	1.358206e-07	1.461547e-07
-0.008039297	-0.00129472	1.648131e-07	1.773532e-07
-0.007997599	-0.00156159	1.997882e-07	2.149895e-07
-0.007955901	-0.001881488	2.419362e-07	2.603444e-07
-0.007914204	-0.002264543	2.926753e-07	3.149441e-07
-0.007872506	-0.002722732	3.536929e-07	3.806044e-07
-0.007830809	-0.003271244	4.271382e-07	4.596379e-07
-0.007789111	-0.003926491	5.153552e-07	5.54567e-07
-0.007747413	-0.004708016	6.2115e-07	6.684114e-07
-0.007705716	-0.005639154	7.478923e-07	8.047972e-07
-0.007664018	-0.006747353	8.995712e-07	9.680168e-07
-0.007622321	-0.008064869	1.080903e-06	1.163146e-06
-0.007580623	-0.009629561	1.29746e-06	1.39618e-06
-0.007538925	-0.01148581	1.555816e-06	1.674193e-06
-0.007497228	-0.01368961	1.864297e-06	2.006146e-06
-0.00745553	-0.01630045	2.23185e-06	2.401665e-06
-0.007413833	-0.01938879	2.669122e-06	2.872207e-06
-0.007372135	-0.02303803	3.188795e-06	3.43142e-06
-0.007330438	-0.02734541	3.805751e-06	4.095319e-06
-0.00728874	-0.03242415	4.53744e-06	4.88268e-06
-0.007247042	-0.03840597	5.404294e-06	5.81549e-06
-0.007205345	-0.0454439	6.430217e-06	6.919472e-06
-0.007163647	-0.05372995	7.645338e-06	8.227048e-06
-0.00712195	-0.06346476	9.081495e-06	9.772478e-06
-0.007080252	-0.07488454	1.07764e-05	1.159634e-05
-0.007038554	-0.0882665	1.277457e-05	1.374655e-05
-0.006996857	-0.1039309	1.512783e-05	1.627886e-05
-0.006955159	-0.1222472	1.789638e-05	1.925806e-05
-0.006913462	-0.1436414	2.115013e-05	2.275938e-05
-0.006871764	-0.1686038	2.497014e-05	2.687004e-05
-0.006830066	-0.1977468	2.945811e-05	3.169949e-05
-0.006788369	-0.2316983	3.471968e-05	3.73614e-05
-0.006746671	-0.271194	4.087934e-05	4.398973e-05
-0.006704974	-0.3170896	4.808287e-05	5.174135e-05
-0.006663276	-0.3703644	5.649838e-05	6.079717e-05
-0.006621578	-0.4321378	6.631996e-05	7.136605e-05
-0.006579881	-0.5036883	7.776928e-05	8.368651e-05
-0.006538183	-0.5864745	9.110372e-05	9.803553e-05
-0.006496486	-0.6823077	0.0001066429	0.000114757
-0.006454788	-0.7930107	0.0001247131	0.0001342022
-0.00641309	-0.9207069	0.0001456973	0.0001567829
-0.006371393	-1.067847	0.0001700398	0.0001829777
-0.006329695	-1.237206	0.0001982489	0.000213333
-0.006287998	-1.431927	0.0002309045	0.0002484733
-0.0062463	-1.655565	0.0002686682	0.0002891103
-0.006204602	-1.912134	0.0003122936	0.0003360551
-0.006162905	-2.206608	0.0003627185	0.0003903166
-0.006121207	-2.543876	0.0004208803	0.0004529038
-0.00607951	-2.929615	0.0004878747	0.0005249955
-0.006037812	-3.370311	0.0005649623	0.0006079486
-0.005996114	-3.873239	0.0006535713	0.0007032995
-0.005954417	-4.446561	0.0007553174	0.0008127872
-0.005912719	-5.099412	0.0008720266	0.0009383765
-0.005871022	-5.842011	0.00100576	0.001082285
-0.005829324	-6.686969	0.001159073	0.001247264
-0.005787626	-7.646391	0.001334467	0.001436003
-0.005745929	-8.734284	0.001534854	0.001651637
-0.005704231	-9.966488	0.001763557	0.001897741
-0.005662534	-11.3606	0.002024304	0.002178327
-0.005620836	-12.93616	0.002321273	0.002497892
-0.005579138	-14.71481	0.002659144	0.002861471
-0.005537441	-16.72051	0.00304315	0.003274694
-0.005495743	-18.98274	0.003479757	0.003744521
-0.005454046	-21.52905	0.00397515	0.004277607
-0.005412348	-24.39123	0.004536517	0.004881687
-0.00537065	-27.60486	0.005171958	0.005565476
-0.005328953	-31.20906	0.005890513	0.006338704
-0.005287255	-35.24679	0.006702195	0.007212145
-0.005245558	-39.76512	0.007618113	0.008197752
-0.00520386	-44.81559	0.008650569	0.009308765
-0.005162162	-50.46156	0.009814743	0.01056152
-0.005120465	-56.76033	0.01112477	0.01197122
-0.005078767	-63.77795	0.01259703	0.0135555
-0.00503707	-71.58761	0.01424989	0.01533412
-0.004995372	-80.26884	0.01610354	0.01732881
-0.004953674	-89.90795	0.01818019	0.01956346
-0.004911977	-100.5985	0.0205042	0.02206431
-0.004870279	-112.4415	0.02310233	0.02486011
-0.004828582	-125.5616	0.02600749	0.02798632
-0.004786884	-140.0668	0.02924948	0.03147498
-0.004745187	-156.0821	0.0328625	0.03536291
-0.004703489	-173.7495	0.03688571	0.03969223
-0.004661791	-193.2005	0.04135992	0.04450687
-0.004620094	-214.6076	0.04633078	0.04985595
-0.004578396	-238.1343	0.05184758	0.05579251
-0.004536699	-263.9601	0.05796372	0.062374
-0.004495001	-292.3067	0.06474534	0.06967161
-0.004453303	-323.3578	0.07224976	0.07774702
-0.004411606	-357.3261	0.08054386	0.0866722
-0.004369908	-394.442	0.08970098	0.09652606
-0.004328211	-434.9489	0.09980014	0.1073936
-0.004286513	-479.1043	0.1109269	0.119367
-0.004244815	-527.1794	0.1231711	0.1325428
-0.004203118	-579.4597	0.1366324	0.1470284
-0.00416142	-636.2989	0.1514311	0.162953
-0.004119723	-697.9722	0.167669	0.1804264
-0.004078025	-764.8011	0.1854641	0.1995755
-0.004036327	-837.1286	0.2049449	0.2205386
-0.00399463	-915.3113	0.2262482	0.2434627
-0.003952932	-999.7197	0.2495192	0.2685044
-0.003911235	-1090.737	0.2749125	0.2958297
-0.003869537	-1188.76	0.3025917	0.325615
-0.003827839	-1294.284	0.3327599	0.3580786
-0.003786142	-1407.663	0.3655786	0.3933944
-0.003744444	-1529.313	0.401237	0.4317659
-0.003702747	-1659.673	0.4399408	0.4734145
-0.003661049	-1799.189	0.481902	0.5185685
-0.003619351	-1948.313	0.5273462	0.5674703
-0.003577654	-2107.501	0.5765086	0.6203733
-0.003535956	-2277.212	0.6296354	0.6775424
-0.003494259	-2458.036	0.6870316	0.7393057
-0.003452561	-2650.326	0.7489361	0.8059204
-0.003410863	-2854.521	0.8156116	0.877669
-0.003369166	-3071.069	0.8873519	0.9548679
-0.003327468	-3300.407	0.964452	1.037834
-0.003285771	-3542.96	1.047225	1.126906
-0.003244073	-3799.138	1.135989	1.222423
-0.003202375	-4069.333	1.231071	1.32474
-0.003160678	-4354.086	1.332889	1.434305
-0.00311898	-4653.594	1.441723	1.55142
-0.003077283	-4968.153	1.557917	1.676454
-0.003035585	-5298.043	1.681828	1.809793
-0.002993887	-5643.507	1.813821	1.951829
-0.00295219	-6004.746	1.954263	2.102957
-0.002910492	-6381.917	2.103571	2.263626
-0.002868795	-6775.126	2.261986	2.434093
-0.002827097	-7184.615	2.430127	2.615028
-0.002785399	-7610.208	2.608234	2.806686
-0.002743702	-8051.819	2.796679	3.00947
-0.002702004	-8509.313	2.995812	3.223754
-0.002660307	-8982.487	3.206003	3.449938
-0.002618609	-9471.065	3.42761	3.688406
-0.002576911	-9974.694	3.660981	3.939534
-0.002535214	-10492.94	3.906452	4.203682
-0.002493516	-11025.44	4.1645	4.481364
-0.002451819	-11571.44	4.435302	4.772771
-0.002410121	-12130.22	4.719138	5.078203
-0.002368423	-12701.01	5.01628	5.397954
-0.002326726	-13282.92	5.326981	5.732295
-0.002285028	-13875.0	5.651468	6.08147
-0.002243331	-14476.16	5.989942	6.445698
-0.002201633	-15085.27	6.342577	6.825164
-0.002159936	-15701.13	6.709689	7.220209
-0.002118238	-16322.3	7.091229	7.630779
-0.00207654	-16947.48	7.487263	8.056946
-0.002034843	-17574.75	7.897825	8.498746
-0.001993145	-18202.88	8.322913	8.956179
-0.001951448	-18830.06	8.762486	9.429197
-0.00190975	-19454.52	9.216458	9.91771
-0.001868052	-20074.41	9.684697	10.42158
-0.001826355	-20687.7	10.16719	10.94078
-0.001784657	-21292.49	10.66357	11.47492
-0.00174296	-21886.94	11.17352	12.02368
-0.001701262	-22468.37	11.69673	12.5867
-0.001659564	-23035.27	12.23282	13.16358
-0.001617867	-23585.29	12.78136	13.75386
-0.001576169	-24116.09	13.34189	14.35704
-0.001534472	-24626.01	13.91385	14.97251
-0.001492774	-25112.02	14.49667	15.59968
-0.001451076	-25572.39	15.08992	16.23806
-0.001409379	-26004.96	15.69255	16.88655
-0.001367681	-26407.62	16.30394	17.54446
-0.001325984	-26778.29	16.9233	18.21095
-0.001284286	-27114.94	17.54978	18.88509
-0.001242588	-27415.61	18.18249	19.56594
-0.001200891	-27678.43	18.8205	20.2525
-0.001159193	-27901.08	19.46287	20.94374
-0.001117496	-28082.34	20.10852	21.63851
-0.001075798	-28220.63	20.75639	22.33568
-0.0010341	-28314.5	21.40539	23.03406
-0.0009924028	-28362.63	22.05439	23.73244
-0.0009507052	-28363.84	22.70224	24.42959
-0.0009090076	-28317.09	23.34778	25.12425
-0.00086731	-28221.51	23.98981	25.81512
-0.0008256124	-28075.78	24.62704	26.50083
-0.0007839148	-27879.96	25.25832	27.18014
-0.0007422172	-27633.72	25.88232	27.85163
-0.0007005196	-27337.0	26.49788	28.51402
-0.000658822	-26989.66	27.10387	29.16612
-0.0006171244	-26592.0	27.69892	29.80645
-0.0005754268	-26144.45	28.28188	30.43377
-0.0005337292	-25647.52	28.85154	31.04676
-0.0004920316	-25101.61	29.40656	31.64401
-0.000450334	-24508.25	29.94593	32.22442
-0.0004086364	-23868.65	30.46855	32.78681
-0.0003669389	-23184.19	30.97337	33.33004
-0.0003252413	-22456.46	31.4593	33.85295
-0.0002835437	-21687.27	31.92539	34.35449
-0.0002418461	-20878.32	32.37066	34.83365
-0.0002001485	-20031.91	32.79425	35.28946
-0.0001584509	-19149.77	33.19501	35.72072
-0.0001167533	-18234.75	33.57245	36.12688
-7.505567e-05	-17289.37	33.92587	36.50718
-3.335808e-05	-16316.25	34.25482	36.86116
8.339519e-06	-15318.12	34.55811	37.18753
5.003712e-05	-14297.81	34.83585	37.48641
9.173471e-05	-13258.22	35.08755	37.75726
0.0001334323	-12202.32	35.31245	37.99927
0.0001751299	-11133.01	35.51032	38.21219
0.0002168275	-10053.55	35.68118	38.39605
0.0002585251	-8967.016	35.82489	38.55069
0.0003002227	-7876.497	35.94137	38.67604
0.0003419203	-6784.957	36.03071	38.77217
0.0003836179	-5695.783	36.09299	38.83919
0.0004253155	-4611.654	36.12839	38.87729
0.0004670131	-3535.645	36.13717	38.88673
0.0005087107	-2470.825	36.11932	38.86752
0.0005504083	-1419.903	36.07557	38.82045
0.0005921059	-385.598	36.0064	38.74602
0.0006338035	629.4719	35.91234	38.6448
0.0006755011	1622.39	35.79396	38.51741
0.0007171987	2592.027	35.65195	38.3646
0.0007588963	3534.896	35.48699	38.18708
0.0008005939	4449.301	35.29983	37.98568
0.0008422915	5332.903	35.09103	37.761
0.0008839891	6183.975	34.86172	37.51424
0.0009256866	7000.908	34.61278	37.24636
0.0009673842	7783.941	34.34515	36.95837
0.001009082	8529.624	34.05977	36.65127
0.001050779	9237.425	33.75707	36.32554
0.001092477	9906.694	33.43989	35.98423
0.001134175	10536.48	33.10708	35.62609
0.001175872	11125.73	32.76055	35.2532
0.00121757	11674.53	32.40142	34.86675
0.001259267	12182.6	32.03067	34.46778
0.001300965	12649.87	31.64938	34.05748
0.001342663	13076.4	31.25861	33.63699
0.00138436	13462.41	30.85938	33.20738
0.001426058	13808.26	30.45271	32.76976
0.001467755	14114.44	30.03961	32.32524
0.001509453	14381.15	29.62104	31.87481
0.001551151	14609.46	29.19801	31.4196
0.001592848	14800.79	28.7715	30.96064
0.001634546	14955.6	28.34246	30.49896
0.001676243	15075.15	27.91171	30.03543
0.001717941	15160.65	27.48017	29.57106
0.001759639	15213.33	27.04859	29.10663
0.001801336	15234.39	26.61786	28.64313
0.001843034	15225.15	26.1887	28.18132
0.001884731	15187.31	25.76182	27.72196
0.001926429	15122.36	25.3379	27.26578
0.001968127	15032.02	24.91758	26.81349
0.002009824	14917.3	24.50152	26.36576
0.002051522	14780.31	24.09003	25.92297
0.002093219	14622.35	23.68391	25.48595
0.002134917	14445.04	23.28351	25.05508
0.002176615	14249.78	22.88933	24.63091
0.002218312	14038.33	22.5017	24.21379
0.00226001	13812.94	22.12098	23.8041
0.002301707	13572.89	21.74748	23.40218
0.002343405	13321.88	21.38118	23.00801
0.002385103	13060.58	21.02319	22.62278
0.0024268	12790.47	20.67279	22.24572
0.002468498	12512.7	20.33058	21.87747
0.002510195	12228.57	19.99665	21.51814
0.002551893	11939.37	19.67103	21.16774
0.002593591	11646.24	19.35385	20.82643
0.002635288	11350.32	19.0451	20.49418
0.002676986	11054.81	18.7448	20.17104
0.002718683	10754.69	18.45296	19.85699
0.002760381	10456.65	18.16953	19.552
0.002802079	10159.6	17.89448	19.25602
0.002843776	9864.573	17.62781	18.96906
0.002885474	9574.763	17.36934	18.69092
0.002927171	9282.902	17.11899	18.42153
0.002968869	8997.593	16.87609	18.16015
0.003010566	8716.728	16.6419	17.90813
0.003052264	8440.802	16.41495	17.66391
0.003093962	8170.382	16.1955	17.42777
0.003135659	7905.472	15.98339	17.19952
0.003177357	7646.931	15.77846	16.979
0.003219054	7394.636	15.58058	16.76605
0.003260752	7149.003	15.38925	16.56017
0.00330245	6910.204	15.20487	16.36176
0.003344147	6678.368	15.02646	16.16978
0.003385845	6453.687	14.85463	15.98487
0.003427542	6235.954	14.68856	15.80616
0.00346924	6025.541	14.52826	15.63367
0.003510938	5822.501	14.37315	15.46676
0.003552635	5626.365	14.22426	15.30654
0.003594333	5437.478	14.08009	15.1514
0.00363603	5255.636	13.94084	15.00156
0.003677728	5080.748	13.8064	14.85689
0.003719426	4912.929	13.67654	14.71714
0.003761123	4751.364	13.55104	14.5821
0.003802821	4596.606	13.42975	14.45158
0.003844518	4448.331	13.31254	14.32545
0.003886216	4306.368	13.19916	14.20344
0.003927914	4170.219	13.08946	14.08539
0.003969611	4040.289	12.98328	13.97114
0.004011309	3915.843	12.88048	13.86051
0.004053006	3796.947	12.78085	13.7533
0.004094704	3684.605	12.68432	13.64943
0.004136402	3574.877	12.59067	13.54866
0.004178099	3472.487	12.49987	13.45094
0.004219797	3372.544	12.41171	13.35608
0.004261494	3278.241	12.32611	13.26396
0.004303192	3188.209	12.24288	13.17441
0.00434489	3102.951	12.16197	13.08734
0.004386587	3018.607	12.08325	13.00263
0.004428285	2942.286	12.00685	12.92042
0.004469982	2867.699	11.93199	12.83986
0.00451168	2796.347	11.85927	12.76161
0.004553378	2728.64	11.78837	12.68531
0.004595075	2663.789	11.71917	12.61085
0.004636773	2601.85	11.65164	12.53817
0.00467847	2542.673	11.58569	12.46721
0.004720168	2486.118	11.52123	12.39784
0.004761866	2432.027	11.45821	12.33003
0.004803563	2380.29	11.39654	12.26366
0.004845261	2330.797	11.3362	12.19874
